Gene_acc,Gene_id,bsf,pcf,rank_bsf,rank_pcf,Desc,prot_group
4101,Tb427_090051500,3.49,3.84,806,1820,"hypothetical protein, conserved",PG3698
4102,Tb427_090051600,5.34,3.86,2287,1845,"hypothetical protein, conserved",PG3699
4103,Tb427_090051700,5.35,3.56,2313,341,"hypothetical protein, conserved",PG3700
4104,Tb427_090051800,5.24,4.76,2085,2319,"hypothetical protein, conserved",PG3701
4105,Tb427_090051900,5.87,5.52,3544,3414,"ALG11 mannosyltransferase N-terminus/Glycosyl transferases group 1, putative",PG3702
4106,Tb427_110035000,8.04,6.5,6563,5467,"Ribosomal protein L37e, putative",PG3703
4107,Tb427_090052000,8.04,6.5,6563,5467,"Ribosomal protein L37e, putative",PG3703
4108,Tb427_090052100,5.24,5.33,2074,3039,"Protein-only RNase P, putative",PG3704
4109,Tb427_090052200,6.48,6.5,5006,5468,"hypothetical protein, conserved",PG3705
4110,Tb427_090052300,6.53,5.99,5114,4468,"hypothetical protein, conserved",PG3706
4111,Tb427_090052400,5.58,5.64,2793,3656,"bacteroidetes VLRF1 release factor, putative",PG3707
4112,Tb427_090052500,5.12,3.61,1874,820,"hypothetical protein, conserved",PG3708
4113,Tb427_090052600,7.24,7.12,6106,6180,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)/Poly-adenylate binding protein, unique domain containing protein, putative",PG3709
4114,Tb427_090052700,4.64,5.11,1301,2699,"hypothetical protein, conserved",PG3710
4115,Tb427_090052800,4.73,4.1,1366,2062,"hypothetical protein, conserved",PG3711
4116,Tb427_090052900,3.24,3.55,170,270,"Protein kinase domain/Protein tyrosine kinase/Kinase-like, putative",PG3712
4117,Tb427_090053100,5.45,3.59,2517,651,"PAP2 superfamily C-terminal, putative",PG3713
4118,Tb427_090053200,5.57,3.62,2777,935,"PAP2 superfamily C-terminal, putative",PG3714
4119,Tb427_090053300,3.35,3.69,585,1409,"PAP2 superfamily C-terminal, putative",PG3715
4120,Tb427_090053400,6.77,5.46,5490,3284,"PAP2 superfamily C-terminal, putative",PG3716
4121,Tb427_090053500,5.07,6.22,1796,4982,"hypothetical protein, conserved",PG3717
4122,Tb427_090053600,3.3,3.86,407,1841,"hypothetical protein, conserved",PG3718
4123,Tb427_090053700,6.76,6.45,5474,5394,"Zinc finger C-x8-C-x5-C-x3-H type (and similar), putative",PG3719
4124,Tb427_090053800,6.78,5.82,5503,4077,"CCCH-type zinc finger containing protein, putative",PG3720
4125,Tb427_090053900,7.74,6.87,6441,5956,"hypothetical protein, conserved",PG3721
4126,Tb427_090054000,5.79,5.57,3329,3520,"Tubulin-tyrosine ligase family, putative",PG3722
4127,Tb427_090054100,4.63,3.71,1287,1487,"MCM OB domain/MCM P-loop domain/MCM AAA-lid domain containing protein, putative",PG3723
4128,Tb427_090054400,6.95,6.8,5770,5869,"Tetratricopeptide repeat/Uncharacterised protein family (UPF0121), putative",PG3724
4129,Tb427_090054500,5.3,3.97,2203,1979,"hypothetical protein, conserved",PG3725
4130,Tb427_090054600,6.9,7.0,5692,6080,"hypothetical protein, conserved",PG3726
4131,Tb427_090054700,7.17,6.33,6035,5194,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative",PG3727
4132,Tb427_090054800,4.92,3.76,1583,1622,"hypothetical protein, conserved",PG3728
4133,Tb427_090054900,3.24,4.14,158,2083,"hypothetical protein, conserved",PG3729
4134,Tb427_090055000,6.41,6.52,4851,5499,"Histidine phosphatase superfamily (branch 1), putative",PG3730
4135,Tb427_090055100,6.17,3.71,4268,1466,"Glucosidase II beta subunit-like protein, putative",PG3731
4136,Tb427_090055200,5.71,6.75,3145,5824,"hypothetical protein, conserved",PG3732
4137,Tb427_090055300,5.62,5.4,2870,3161,"Adenosine/AMP deaminase, putative",PG3733
4138,Tb427_090055400,6.59,3.6,5214,667,"SCAMP family, putative",PG3734
4139,Tb427_090055500,7.61,7.17,6392,6215,"Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD/Tetratricopeptide repeat, putative",PG3735
4140,Tb427_090055600,7.19,6.7,6055,5743,"hypothetical protein, conserved",PG3736
4141,Tb427_090055700,7.21,6.78,6071,5856,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain/Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain containing protein, putative",PG3737
4142,Tb427_090055800,7.52,7.71,6331,6529,"Glycine cleavage H-protein/Biotin-requiring enzyme, putative",PG3738
4143,Tb427_090055900,7.43,6.52,6280,5500,"Hsp70 protein, putative",PG3739
4144,Tb427_090056000,6.82,6.17,5564,4886,"Microtubule binding/Kinesin motor domain containing protein, putative",PG3740
4145,Tb427_090056100,6.98,6.82,5811,5891,"Parkin co-regulated protein, putative",PG3741
4146,Tb427_090056200,4.39,3.57,1098,400,"hypothetical protein, conserved",PG3742
4147,Tb427_090056300,5.89,5.4,3604,3170,"WD domain, G-beta repeat/Anaphase-promoting complex subunit 4 WD40 domain/con80 domain of Katanin, putative",PG3743
4148,Tb427_090056400,5.71,3.93,3143,1930,"snRNA-activating protein of 50kDa MW C terminal, putative",PG3744
4149,Tb427_090056500,3.28,3.58,290,562,"Dual specificity phosphatase, catalytic domain containing protein, putative",PG3745
4150,Tb427_090056600,3.29,3.61,362,845,"hypothetical protein, conserved",PG3746
4151,Tb427_090056700,7.24,6.41,6103,5318,"DnaJ domain containing protein, putative",PG3747
4152,Tb427_090056900,3.24,5.26,169,2913,"hypothetical protein, conserved",PG3748
4153,Tb427_090057000,6.01,3.54,3896,205,"hypothetical protein, conserved",PG3749
4154,Tb427_090057100,4.42,4.81,1112,2356,"hypothetical protein, conserved",PG3750
4155,Tb427_090057200,3.41,5.86,717,4161,"Phosphatidylserine decarboxylase, putative",PG3751
4156,Tb427_090057300,7.16,7.18,6025,6221,"SET domain containing protein, putative",PG3752
4157,Tb427_090057400,4.87,4.55,1525,2201,"Uncharacterised conserved protein, putative",PG3753
4158,Tb427_090057500,4.97,3.84,1659,1823,"hypothetical protein, conserved",PG3754
4159,Tb427_090057600,5.84,5.73,3459,3863,"hypothetical protein, conserved",PG3755
4160,Tb427_090057700,5.49,3.61,2601,795,"Anaphase-promoting complex subunit 11 RING-H2 finger/RING-H2 zinc finger domain containing protein, putative",PG3756
4161,Tb427_090057800,3.2,3.52,50,128,"hypothetical protein, conserved",PG3757
4162,Tb427_090057900,6.89,5.95,5670,4382,"hypothetical protein, conserved",PG3758
4163,Tb427_090058000,8.07,8.43,6575,6699,"CS domain containing protein, putative",PG3759
4164,Tb427_090058100,7.14,7.06,5999,6130,"LSM domain containing protein, putative",PG3760
4165,Tb427_090058400,7.54,7.46,6349,6389,"Mitochondrial carrier protein, putative",PG3761
4166,Tb427_090058500,3.32,4.55,482,2206,"Amino acid permease, putative",PG3762
4167,Tb427_090058600,6.66,6.75,5336,5830,"Snf7, putative",PG3763
4168,Tb427_090058700,3.27,3.58,287,529,"hypothetical protein, conserved",PG3764
4169,Tb427_090058800,6.47,5.49,4978,3332,"hypothetical protein, conserved",PG3765
4170,Tb427_090058900,6.98,7.44,5810,6375,"hypothetical protein, conserved",PG3766
4171,Tb427_090059100,4.87,5.08,1522,2662,"DNA polymerase family B, exonuclease domain/RNase_H superfamily/Predicted 3'-5' exonuclease related to the exonuclease domain of PolB/DNA polymerase family B/Domain of unknown function (DUF1744), putative",PG3767
4172,Tb427_090059200,5.66,5.32,2997,3011,"hypothetical protein, conserved",PG3768
4173,Tb427_090059300,5.97,6.24,3800,5023,"hypothetical protein, conserved",PG3769
4174,Tb427_090059400,6.07,5.56,4051,3480,"PIH1 N-terminal domain/PIH1 CS-like domain containing protein, putative",PG3770
4175,Tb427_090059500,5.79,6.01,3346,4511,"Haloacid dehalogenase-like hydrolase/HAD-hyrolase-like, putative",PG3771
4176,Tb427_090059600,5.87,3.6,3548,763,"hypothetical protein, conserved",PG3772
4177,Tb427_090059700,3.38,6.75,654,5826,"hypothetical protein, conserved",PG3773
4178,Tb427_090059800,6.21,6.07,4372,4653,"hypothetical protein, conserved",PG3774
4179,Tb427_090059900,5.68,5.71,3045,3811,"Centriolar protein SAS N-terminal, putative",PG3775
4180,Tb427_090060000,6.97,6.62,5795,5642,"hypothetical protein, conserved",PG3776
4181,Tb427_090060100,6.86,6.14,5632,4820,"FYVE zinc finger containing protein, putative",PG3777
4182,Tb427_090060200,6.04,6.7,3980,5751,"Mycolic acid cyclopropane synthetase/Ribosomal protein L11 methyltransferase (PrmA)/Methyltransferase domain containing protein, putative",PG3778
4183,Tb427_090060300,5.34,5.98,2292,4434,"hypothetical protein, conserved",PG3779
4184,Tb427_090060400,5.92,5.78,3671,3966,"SacI homology domain containing protein, putative",PG3780
4185,Tb427_090061000,5.88,3.54,3560,208,"hypothetical protein, conserved",PG3781
4186,Tb427_090061100,3.59,3.73,886,1558,"hypothetical protein, conserved",PG3782
4187,Tb427_090061200,5.09,5.24,1836,2877,"Ciliary BBSome complex subunit 1, putative",PG3783
4188,Tb427_090061300,6.06,6.53,4037,5513,"RNA polymerase III RPC4, putative",PG3784
4189,Tb427_090061400,6.4,6.02,4816,4541,"Protein of unknown function (DUF2009), putative",PG3785
4190,Tb427_090061500,5.75,5.71,3235,3796,"Elongation factor Tu GTP binding domain/Elongation factor Tu C-terminal domain containing protein, putative",PG3786
4191,Tb427_090061600,8.26,8.05,6632,6635,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)/Poly-adenylate binding protein, unique domain containing protein, putative",PG3787
4192,Tb427_090061700,7.12,7.3,5975,6313,"hypothetical protein, conserved",PG3788
4193,Tb427_090061800,3.41,3.45,712,4,"hypothetical protein, conserved",PG3789
4194,Tb427_090061900,7.23,6.28,6090,5091,"HD containing hydrolase-like enzyme/HD domain containing protein, putative",PG3790
4195,Tb427_090062000,5.0,5.18,1691,2797,"hypothetical protein, conserved",PG3791
4196,Tb427_090062100,6.17,3.6,4273,672,"Splicing factor 3B subunit 10 (SF3b10), putative",PG3792
4197,Tb427_090062200,3.45,3.61,763,768,"hypothetical protein, conserved",PG3793
4198,Tb427_090062300,5.94,3.56,3703,291,"MalT-like TPR region containing protein, putative",PG3794
4199,Tb427_090062400,7.05,6.43,5873,5358,"Regulatory subunit of type II PKA R-subunit, putative",PG3795
4200,Tb427_090062500,5.99,6.06,3833,4626,"Protein tyrosine kinase/Protein kinase domain/Kinase-like, putative",PG3796
4201,Tb427_090062600,3.19,3.65,25,1111,"hypothetical protein, conserved",PG3797
4202,Tb427_090062700,4.98,3.65,1665,1140,"DnaJ domain containing protein, putative",PG3798
4203,Tb427_090062800,5.12,5.21,1879,2825,"DEAD/DEAH box helicase/Helicase conserved C-terminal domain/Domain of unknown function (DUF4217), putative",PG3799
4204,Tb427_090063000,7.54,7.45,6351,6385,"ADP-ribosylation factor family/50S ribosome-binding GTPase/Ras of Complex, Roc, domain of DAPkinase/Gtr1/RagA G protein conserved region/Ras family, putative",PG3800
4205,Tb427_090063100,6.17,5.79,4277,3996,"Protein tyrosine kinase/Protein kinase domain containing protein, putative",PG3801
4206,Tb427_090063200,6.45,3.7,4927,1440,"Mitochondrial carrier protein, putative",PG3802
4207,Tb427_090063300,7.15,6.8,6009,5877,"hypothetical protein, conserved",PG3803
4208,Tb427_090063400,5.08,4.94,1818,2477,"MIZ/SP-RING zinc finger containing protein, putative",PG3804
4209,Tb427_090063500,7.21,6.36,6073,5241,"Protein tyrosine kinase/Protein kinase domain/Kinase-like, putative",PG3805
4210,Tb427_090063600,5.91,5.1,3647,2688,"PRO8NT (NUC069), PrP8 N-terminal domain/PROCN (NUC071) domain/RNA recognition motif of the spliceosomal PrP8/U5-snRNA binding site 2 of PrP8/U6-snRNA interacting domain of PrP8/PRP8 domain IV core/PROCT (NUC072) domain containing protein, putative",PG3806
4211,Tb427_090063700,4.9,5.11,1548,2706,"hypothetical protein, conserved",PG3807
4212,Tb427_090063800,5.29,5.43,2179,3218,"UNC-50 family, putative",PG3808
4213,Tb427_090063900,6.59,6.04,5207,4595,"Sperm-tail PG-rich repeat, putative",PG3809
4214,Tb427_090064000,5.97,5.85,3809,4153,"hypothetical protein, conserved",PG3810
4215,Tb427_090064100,6.4,6.64,4837,5667,"hypothetical protein, conserved",PG3811
4216,Tb427_090064200,7.13,7.37,5988,6346,"EF-hand domain pair/EF hand/EF-hand domain containing protein, putative",PG3812
4217,Tb427_090064300,5.4,4.88,2405,2429,"WD domain, G-beta repeat/Sof1-like domain containing protein, putative",PG3813
4218,Tb427_090064400,6.58,6.49,5186,5455,"Nucleoside diphosphate kinase, putative",PG3814
4219,Tb427_090064500,7.78,7.48,6455,6402,"TCP-1/cpn60 chaperonin family, putative",PG3815
4220,Tb427_090064600,5.72,6.23,3150,5002,"Ribosomal protein S17, putative",PG3816
4221,Tb427_090064700,7.09,7.31,5914,6323,"Proteasome subunit, putative",PG3817
4222,Tb427_090064800,3.62,5.13,901,2720,"hypothetical protein, conserved",PG3818
4223,Tb427_090065000,3.27,4.13,277,2074,"hypothetical protein, conserved",PG3819
4224,Tb427_090065200,8.32,8.07,6653,6639,"Ribosomal protein L14p/L23e, putative",PG3820
4225,Tb427_090065100,8.32,8.07,6653,6639,"Ribosomal protein L14p/L23e, putative",PG3820
4226,Tb427_090065500,8.13,7.86,6591,6584,"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A, putative",PG3821
4227,Tb427_090065300,8.13,7.86,6591,6584,"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A, putative",PG3821
4228,Tb427_090065400,6.73,3.53,5435,149,"hypothetical protein, conserved",PG3822
4229,Tb427_090065600,5.85,5.3,3480,2972,"Cullin family, putative",PG3823
4230,Tb427_090065700,4.71,5.29,1350,2962,"hypothetical protein, conserved",PG3824
4231,Tb427_090065900,7.52,7.54,6340,6442,"hypothetical protein, conserved",PG3825
4232,Tb427_090066000,5.84,5.75,3475,3906,"hypothetical protein, conserved",PG3826
4233,Tb427_090066100,6.4,3.53,4835,152,"Peroxisomal biogenesis factor 11 (PEX11), putative",PG3827
4234,Tb427_090066200,8.51,7.95,6685,6604,"Peroxisomal biogenesis factor 11 (PEX11), putative",PG3828
4235,Tb427_090066300,6.23,5.87,4423,4192,"hypothetical protein, conserved",PG3829
4236,Tb427_090066400,6.38,3.83,4773,1786,"NADH-ubiquinone oxidoreductase B18 subunit (NDUFB7), putative",PG3830
4237,Tb427_090066600,4.9,3.53,1562,155,"hypothetical protein, conserved",PG3831
4238,Tb427_090066700,3.7,3.59,921,621,"hypothetical protein, conserved",PG3832
4239,Tb427_090066800,6.48,6.69,4999,5730,"NifU-like N terminal domain containing protein, putative",PG3833
4240,Tb427_090066900,5.67,3.84,3009,1804,"Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD, putative",PG3834
4241,Tb427_090067000,3.3,3.68,381,1357,"Methyltransferase domain containing protein, putative",PG3835
4242,Tb427_090067200,5.15,5.74,1938,3865,"Fusaric acid resistance protein-like, putative",PG3836
4243,Tb427_090067700,5.4,3.55,2403,273,"MatE, putative",PG3837
4244,Tb427_090067600,5.4,3.55,2403,273,"MatE, putative",PG3837
4245,Tb427_090067500,5.4,3.55,2403,273,"MatE, putative",PG3837
4246,Tb427_090067400,5.4,3.55,2403,273,"MatE, putative",PG3837
4247,Tb427_090067300,5.4,3.55,2403,273,"MatE, putative",PG3837
4248,Tb427_090067800,4.18,3.51,1015,76,"MatE, putative",PG3838
4249,Tb427_090067900,3.35,3.63,571,1024,"CRAL/TRIO, N-terminal domain/CRAL/TRIO domain containing protein, putative",PG3839
4250,Tb427_090068000,4.58,3.63,1239,949,"hypothetical protein, conserved",PG3840
4251,Tb427_090068100,6.37,6.69,4753,5737,"hypothetical protein, conserved",PG3841
4252,Tb427_090068200,6.43,6.24,4885,5019,"AAA ATPase domain/RecF/RecN/SMC N terminal domain/P-loop containing region of AAA domain/AAA domain/AAA domain, putative AbiEii toxin, Type IV TA system/SMC proteins Flexible Hinge Domain, putative",PG3842
4253,Tb427_090068300,6.12,6.07,4170,4658,"FYVE zinc finger containing protein, putative",PG3843
4254,Tb427_090068400,5.27,5.78,2135,3973,"hypothetical protein, conserved",PG3844
4255,Tb427_090068500,4.5,4.83,1167,2381,"hypothetical protein, conserved",PG3845
4256,Tb427_090068600,4.81,5.52,1458,3415,"Acyl transferase domain containing protein, putative",PG3846
4257,Tb427_090068700,5.52,5.67,2667,3728,"Peroxidase, putative",PG3847
4258,Tb427_090068800,4.24,3.58,1035,476,"Rad4 transglutaminase-like domain/Rad4 beta-hairpin domain 1/Rad4 beta-hairpin domain 3, putative",PG3848
4259,Tb427_090068900,7.34,7.62,6211,6488,"Replication factor A protein 3, putative",PG3849
4260,Tb427_090069000,4.0,3.74,973,1568,"hypothetical protein, conserved",PG3850
4261,Tb427_090069100,3.23,4.01,118,2011,"hypothetical protein, conserved",PG3851
4262,Tb427_090069200,5.63,3.61,2910,819,"LEM3 (ligand-effect modulator 3) family / CDC50 family, putative",PG3852
4263,Tb427_090069400,5.69,5.71,3065,3810,"Poly A polymerase regulatory subunit, putative",PG3853
4264,Tb427_090069500,6.7,6.23,5390,5013,"hypothetical protein, conserved",PG3854
4265,Tb427_090069600,4.97,3.49,1655,47,"hypothetical protein, conserved",PG3855
4266,Tb427_090069900,7.57,6.8,6370,5875,"NAD binding domain of 6-phosphogluconate dehydrogenase/3-hydroxyacyl-CoA dehydrogenase, NAD binding domain/6-phosphogluconate dehydrogenase, C-terminal domain containing protein, putative",PG3856
4267,Tb427_090070000,3.26,3.66,218,1227,"Mitochondrial carrier protein, putative",PG3857
4268,Tb427_090070100,6.46,6.03,4958,4559,"Transport protein particle (TRAPP) component, putative",PG3858
4269,Tb427_090070200,4.7,5.24,1346,2892,"hypothetical protein, conserved",PG3859
4270,Tb427_090070300,6.94,6.03,5747,4562,"Leucine-rich repeat, putative",PG3860
4271,Tb427_090070500,8.04,7.79,6561,6563,"Ribosomal protein L31e, putative",PG3861
4272,Tb427_090070400,8.04,7.79,6561,6563,"Ribosomal protein L31e, putative",PG3861
4273,Tb427_090070600,5.5,3.53,2630,167,"hypothetical protein, conserved",PG3862
4274,Tb427_090070700,6.78,6.41,5504,5313,"Pex19 protein family, putative",PG3863
4275,Tb427_090070800,6.56,5.94,5148,4355,"Rad17 P-loop domain/DNA polymerase III, delta subunit/ATPase family associated with various cellular activities (AAA)/AAA domain/Replication factor C C-terminal domain containing protein, putative",PG3864
4276,Tb427_090070900,4.96,4.64,1645,2247,"hypothetical protein, conserved",PG3865
4277,Tb427_090071400,6.8,7.68,5543,6511,"Cys/Met metabolism PLP-dependent enzyme/DegT/DnrJ/EryC1/StrS aminotransferase family/Beta-eliminating lyase/Aminotransferase class I and II/Aminotransferase class-V, putative",PG3866
4278,Tb427_090071500,6.65,6.53,5307,5519,"Thioredoxin, putative",PG3867
4279,Tb427_090071600,5.7,5.67,3104,3715,"EF-hand domain/EF-hand domain pair, putative",PG3868
4280,Tb427_090071700,6.29,6.81,4591,5885,"hypothetical protein, conserved",PG3869
4281,Tb427_090071800,6.35,5.48,4733,3324,"Histidine phosphatase superfamily (branch 1), putative",PG3870
4282,Tb427_090071900,6.37,6.61,4756,5627,"hypothetical protein, conserved",PG3871
4283,Tb427_090072000,3.31,4.11,430,2065,"Protein kinase domain/Protein tyrosine kinase, putative",PG3872
4284,Tb427_090072100,3.21,3.61,75,787,"Riboflavin kinase, putative",PG3873
4285,Tb427_090072300,5.46,3.71,2545,1483,"hypothetical protein, conserved",PG3874
4286,Tb427_090072400,5.03,3.59,1725,633,"Inositol polyphosphate kinase, putative",PG3875
4287,Tb427_090072500,6.31,3.74,4624,1576,"Dynein light chain type 1, putative",PG3876
4288,Tb427_090072600,4.53,4.75,1197,2313,"hypothetical protein, conserved",PG3877
4289,Tb427_090072700,4.22,6.08,1030,4671,"hypothetical protein, conserved",PG3878
4290,Tb427_090072800,7.31,7.23,6182,6251,"DEAD/DEAH box helicase/Helicase conserved C-terminal domain containing protein, putative",PG3879
4291,Tb427_090072900,3.31,5.36,448,3090,"DnaJ domain containing protein, putative",PG3880
4292,Tb427_090074300,8.95,8.36,6717,6693,"FGGY family of carbohydrate kinases, N-terminal domain/FGGY family of carbohydrate kinases, C-terminal domain containing protein, putative",PG3881
4293,Tb427_090074000,8.95,8.36,6717,6693,"FGGY family of carbohydrate kinases, N-terminal domain/FGGY family of carbohydrate kinases, C-terminal domain containing protein, putative",PG3881
4294,Tb427_090073700,8.95,8.36,6717,6693,"FGGY family of carbohydrate kinases, N-terminal domain/FGGY family of carbohydrate kinases, C-terminal domain containing protein, putative",PG3881
4295,Tb427_090073400,8.95,8.36,6717,6693,"FGGY family of carbohydrate kinases, N-terminal domain/FGGY family of carbohydrate kinases, C-terminal domain containing protein, putative",PG3881
4296,Tb427_090073100,8.95,8.36,6717,6693,"FGGY family of carbohydrate kinases, N-terminal domain/FGGY family of carbohydrate kinases, C-terminal domain containing protein, putative",PG3881
4297,Tb427_090074600,7.85,6.85,6486,5930,"ThiF family/Ubiquitin-activating enzyme E1 four-helix bundle/Ubiquitin-activating enzyme active site, putative",PG3882
4298,Tb427_090074700,5.15,5.13,1944,2717,"Zinc knuckle, putative",PG3883
4299,Tb427_090074800,3.32,4.01,471,2006,"NADH ubiquinone oxidoreductase subunit NDUFA12, putative",PG3884
4300,Tb427_090075000,6.68,5.73,5367,3864,"Platelet-activating factor acetylhydrolase, isoform II, putative",PG3885
4301,Tb427_090075100,5.12,3.83,1887,1799,"hypothetical protein, conserved",PG3886
4302,Tb427_090075200,5.11,5.32,1866,3016,"3'-5' exonuclease/Zinc knuckle, putative",PG3887
4303,Tb427_090075300,6.82,6.91,5560,5992,"DnaJ domain/DnaJ C terminal domain/DnaJ central domain containing protein, putative",PG3888
4304,Tb427_090075400,5.23,3.56,2063,295,"hypothetical protein, conserved",PG3889
4305,Tb427_090075500,5.69,5.36,3064,3091,"hypothetical protein, conserved",PG3890
4306,Tb427_090075600,5.49,5.65,2606,3682,"PPR repeat/Pentatricopeptide repeat domain containing protein, putative",PG3891
4307,Tb427_090075700,5.34,5.67,2277,3722,"Leucine carboxyl methyltransferase/Cupin-like domain/Cupin superfamily protein, putative",PG3892
4308,Tb427_090075800,5.47,5.46,2568,3288,"hypothetical protein, conserved",PG3893
4309,Tb427_090075900,5.82,5.47,3393,3300,"hypothetical protein, conserved",PG3894
4310,Tb427_090076000,3.26,3.62,220,927,"Poly (ADP-ribose) glycohydrolase (PARG), putative",PG3895
4311,Tb427_090076100,7.1,4.13,5929,2077,"Tctex-1 family, putative",PG3896
4312,Tb427_090076200,6.51,6.22,5072,4991,"hypothetical protein, conserved",PG3897
4313,Tb427_090076300,4.81,5.12,1449,2708,"SpoU rRNA Methylase family, putative",PG3898
4314,Tb427_090076400,5.33,3.51,2257,95,"Sybindin-like family, putative",PG3899
4315,Tb427_090076500,6.14,5.27,4218,2937,"Protein kinase domain/Protein tyrosine kinase, putative",PG3900
4316,Tb427_090076600,6.43,6.32,4895,5174,"hypothetical protein, conserved",PG3901
4317,Tb427_090076700,6.53,6.3,5100,5138,"Leo1-like protein, putative",PG3902
4318,Tb427_090076800,5.71,3.67,3131,1299,"Aminotransferase class-V, putative",PG3903
4319,Tb427_090077000,5.27,5.59,2134,3558,"Sugar (and other) transporter/Major Facilitator Superfamily, putative",PG3904
4320,Tb427_090077100,6.31,5.22,4626,2839,"Chlamydia CHLPS protein (DUF818)/Serine aminopeptidase, S33, putative",PG3905
4321,Tb427_090077200,6.34,5.56,4693,3499,"hypothetical protein, conserved",PG3906
4322,Tb427_090077300,4.64,3.57,1293,443,"50S ribosome-binding GTPase, putative",PG3907
4323,Tb427_090077500,6.48,6.14,5004,4821,"SNARE domain containing protein, putative",PG3908
4324,Tb427_090077600,5.37,5.5,2348,3349,"hypothetical protein, conserved",PG3909
4325,Tb427_090077700,5.65,4.7,2956,2282,"hypothetical protein, conserved",PG3910
4326,Tb427_090077800,5.71,5.37,3130,3113,"BTB/POZ domain containing protein, putative",PG3911
4327,Tb427_090077900,8.28,6.7,6643,5757,"Heat shock factor binding protein 1, putative",PG3912
4328,Tb427_090078000,6.68,6.52,5358,5504,"Ankyrin repeats (3 copies)/Ankyrin repeats (many copies)/Ankyrin repeat, putative",PG3913
4329,Tb427_090078100,3.35,3.68,574,1326,"hypothetical protein, conserved",PG3914
4330,Tb427_090078200,5.45,5.49,2516,3333,"hypothetical protein, conserved",PG3915
4331,Tb427_090078300,4.53,4.92,1194,2459,"hypothetical protein, conserved",PG3916
4332,Tb427_090078400,4.87,3.51,1519,75,"hypothetical protein, conserved",PG3917
4333,Tb427_090078500,4.87,3.86,1523,1837,"NLI interacting factor-like phosphatase, putative",PG3918
4334,Tb427_090078800,3.28,7.03,308,6094,"hypothetical protein, conserved",PG3919
4335,Tb427_090079000,6.33,6.41,4668,5324,"hypothetical protein, conserved",PG3920
4336,Tb427_090079100,6.47,5.52,4987,3417,"hypothetical protein, conserved",PG3921
4337,Tb427_090079200,4.09,4.69,994,2269,"Flavodoxin/FAD binding domain containing protein, putative",PG3922
4338,Tb427_090079300,6.16,6.1,4262,4717,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative",PG3923
4339,Tb427_090079400,4.83,3.67,1480,1310,"hypothetical protein, conserved",PG3924
4340,Tb427_090079500,4.82,3.72,1462,1511,"Ring finger domain/RING-type zinc-finger/IQ calmodulin-binding motif containing protein, putative",PG3925
4341,Tb427_090079600,5.9,3.5,3625,70,"Yos1-like, putative",PG3926
4342,Tb427_090079700,6.79,5.55,5517,3464,"hypothetical protein, conserved",PG3927
4343,Tb427_090079800,5.85,5.08,3486,2666,"hypothetical protein, conserved",PG3928
4344,Tb427_090079900,5.37,3.78,2353,1693,"Nop53 (60S ribosomal biogenesis), putative",PG3929
4345,Tb427_090080000,5.87,5.16,3533,2772,"Ribosomal RNA-processing protein 7 (RRP7) C-terminal domain containing protein, putative",PG3930
4346,Tb427_090080100,4.72,4.24,1353,2114,"HECT-domain (ubiquitin-transferase), putative",PG3931
4347,Tb427_090080200,7.8,7.23,6463,6252,"PX domain/WASP-binding domain of Sorting nexin protein/Vps5 C terminal like, putative",PG3932
4348,Tb427_090080300,3.37,3.54,638,176,"Ubiquitin carboxyl-terminal hydrolase, putative",PG3933
4349,Tb427_090080400,6.46,6.1,4954,4727,"hypothetical protein, conserved",PG3934
4350,Tb427_090080500,6.64,3.65,5285,1142,"Spt4/RpoE2 zinc finger containing protein, putative",PG3935
4351,Tb427_090080600,5.77,5.23,3266,2849,"hypothetical protein, conserved",PG3936
4352,Tb427_090080700,5.69,5.4,3088,3152,"Eukaryotic protein of unknown function (DUF1764), putative",PG3937
4353,Tb427_090080800,6.57,6.62,5171,5643,"Aminopeptidase P, N-terminal domain/Metallopeptidase family M24, putative",PG3938
4354,Tb427_090080900,6.76,5.93,5473,4329,"CAF1 family ribonuclease, putative",PG3939
4355,Tb427_090081000,6.27,5.52,4546,3412,"hypothetical protein, conserved",PG3940
4356,Tb427_090081100,3.37,3.49,634,36,"hypothetical protein, conserved",PG3941
4357,Tb427_090081200,5.7,5.73,3108,3858,"hypothetical protein, conserved",PG3942
4358,Tb427_090081400,3.25,6.09,180,4694,"hypothetical protein, conserved",PG3943
4359,Tb427_090081600,4.46,4.55,1143,2200,"hypothetical protein, conserved",PG3944
4360,Tb427_090081700,3.29,5.55,359,3473,"hypothetical protein, conserved",PG3945
4361,Tb427_090082200,8.23,7.8,6616,6565,"ADP-ribosylation factor family/Signal recognition particle receptor beta subunit/50S ribosome-binding GTPase/Ras of Complex, Roc, domain of DAPkinase/Gtr1/RagA G protein conserved region/Ras family, putative",PG3946
